,ydID,Province ,1990sNdeposition,2000sNdeposition,Nitrogendeposition,latitudeN,longitudeE,altitude,MAT¡æ,MAPmm,Amfunalrichness,EcMfunalrichness,Speciesrichness,Amrelativerichness,EcMrelativerichness,aboveCMg_ha,belowgroundCMg_ha,Total_tree_C_Mg_ha,AMaboveC,AMbelowC,AMtotalC,ECMaboveC,ECMbelowC,ECMtotalC
3167,LGSSYF100917107,Liaoning,14.75,18.76,16.755,40.022222,124.122778,86,8.4,938,0,2,3,0,66.66666667,13.71628712,6.338357347,20.05464447,0,0,0,13.35950188,6.227408589,19.58691047
1317,XXALYF110805040,Heilongjiang,11.25,14.34,12.795,46.06403,129.113605,88.1,2.7,598,0,0,1,0,0,17.15026601,4.024896436,21.17516245,NA,NA,NA,NA,NA,NA
1113,WDSSYF090808086,Heilongjiang,11.25,14.34,12.795,46.393106,133.717517,91.4,2.6,634,3,2,7,42.85714286,28.57142857,239.7107073,108.9890748,348.6997821,40.05193293,12.21653206,52.26846498,164.2920629,86.63744683,250.9295097
1114,WDSSYF090808087,Heilongjiang,11.25,14.34,12.795,46.392828,133.7176,92,2.6,634,4,3,8,50,37.5,311.2906777,147.601617,458.8922948,49.50330085,14.61049022,64.11379106,243.2899464,129.2033477,372.4932941
1111,WDSSYF090808085,Heilongjiang,11.25,14.34,12.795,46.393333,133.7001,93.2,2.6,634,4,2,6,66.66666667,33.33333333,201.7475032,93.24902616,294.9965293,55.75420444,17.51010633,73.26431078,145.9932987,75.73891983,221.7322186
1330,XXALYF110805038,Heilongjiang,11.25,14.34,12.795,46.00842,129.137997,93.3,2.7,598,4,3,9,44.44444444,33.33333333,70.88069932,40.29527467,111.175974,1.746322768,0.518256021,2.264578789,67.72752356,39.48582956,107.2133531
1339,XXALYF110805034,Heilongjiang,11.25,14.34,12.795,45.992743,129.140362,93.6,2.9,593,1,2,4,25,50,39.36668235,6.929337218,46.29601956,0,0,0,38.81123797,6.808063344,45.61930132
478,XXALYF110730112,Heilongjiang,11.25,14.34,12.795,48.73041,130.069363,94.1,-0.4,622,1,2,5,20,40,7.514264483,4.914555374,12.42881986,0.016802774,0.006314206,0.02311698,7.018646189,4.771260567,11.78990676
3169,LGSSYF100916104,Liaoning,14.75,18.76,16.755,40.016944,124.090833,95,8.4,938,1,2,4,25,50,12.79880043,2.412526894,15.21132732,0.280498376,0.087149609,0.367647985,12.31973964,2.262274509,14.58201414
1179,WDSSYF090807082,Heilongjiang,11.25,14.34,12.795,46.301678,133.273064,95.4,3,597,4,3,8,50,37.5,180.4624922,53.27597822,233.7384704,38.38694784,12.03184354,50.41879138,32.99840282,17.43254008,50.4309429
602,XXALYF110727101,Heilongjiang,11.25,14.34,12.795,48.128925,130.623563,95.8,0.3,628,6,4,11,54.54545455,36.36363636,5.867357396,1.07180157,6.939158965,0,0,0,5.867357394,1.071801569,6.939158967
1335,XXALYF110805036,Heilongjiang,11.25,14.34,12.795,46.00784,129.135215,96.2,2.7,598,0,3,5,0,60,76.45558808,31.23464391,107.690232,0,0,0,75.51868422,31.02843288,106.5471171
1337,XXALYF110805035,Heilongjiang,11.25,14.34,12.795,46.003514,129.13266,96.5,2.7,598,0,0,1,0,0,18.67389582,4.356854593,23.03075042,NA,NA,NA,NA,NA,NA
1186,WDSSYF090807081,Heilongjiang,11.25,14.34,12.795,46.285286,133.273075,98,3,597,3,2,6,50,33.33333333,89.27598934,32.89347027,122.1694596,7.881722944,2.660021467,10.54174441,81.39426639,30.2334488,111.6277152
458,XXALYF080825098,Heilongjiang,11.25,14.34,12.795,48.9911,129.889537,98.9,-0.3,620,0,5,5,0,100,18.47909892,3.417006846,21.89610576,0,0,0,18.47909892,3.417006847,21.89610577
3181,LGSSYF100918110,Liaoning,14.75,18.76,16.755,39.902778,123.595278,99,9,819,4,2,6,66.66666667,33.33333333,24.07359741,7.621506701,31.69510411,4.718017822,1.49580139,6.213819211,19.35557958,6.125705311,25.48128489
3156,LGSSYF100818097,Liaoning,14.75,18.76,16.755,40.181389,123.976944,100,7.9,926,1,5,6,16.66666667,83.33333333,44.70977917,17.95195924,62.66173841,0.036360681,0.013090227,0.049450908,43.66406263,17.62170969,61.28577233
1182,WDSSYF090807083,Heilongjiang,11.25,14.34,12.795,46.301408,133.2728,102,3,597,7,3,11,63.63636364,27.27272727,103.7833442,24.29674573,128.0800899,9.503067294,3.223575651,12.72664294,7.094397533,2.293930137,9.388327667
1103,WDSSYF090724025,Heilongjiang,11.25,14.34,12.795,46.408972,132.98375,103,2.9,577,6,3,9,66.66666667,33.33333333,30.20483889,8.17842858,38.38326747,9.039016428,2.807397702,11.84641413,21.16582246,5.371030878,26.53685334
2187,LYLSYF100807056,Jilin,12.84,17.83,15.335,42.978444,130.626056,103.2,5,634,6,3,10,60,30,52.77317943,30.79113452,83.56431395,0.329359385,0.118912098,0.448271483,52.41442141,30.660797,83.07521839
3172,LGSSYF100917106,Liaoning,14.75,18.76,16.755,40.010278,124.114167,105,8.4,938,0,1,1,0,100,22.53294556,14.41734651,36.95029207,0,0,0,22.53294556,14.41734651,36.95029207
903,WDSSYF090718020,Heilongjiang,11.25,14.34,12.795,47.051528,133.872194,105,2.3,638,1,5,8,12.5,62.5,52.95087284,29.53682075,82.48769358,0.039905262,0.014741319,0.054646582,52.86782209,29.5063784,82.3742005
2917,LGSSYF100804173,Liaoning,14.75,18.76,16.755,41.025278,123.134444,107,8.2,744,8,2,10,80,20,66.99147939,35.67787477,102.6693542,6.876251233,2.03980487,8.9160561,60.11522817,33.63806989,93.75329806
485,XXALYF110730114,Heilongjiang,11.25,14.34,12.795,48.686768,130.084236,107,-0.4,622,1,5,7,14.28571429,71.42857143,24.41635245,4.225927621,28.64228007,0,0,0,24.41635244,4.225927621,28.64228007
1183,ZGCLYF090809078,Heilongjiang,11.25,14.34,12.795,46.300861,129.538917,107,3.1,573,2,2,4,50,50,59.55854762,11.75970279,71.31825041,0,0,0,59.55854761,11.75970279,71.31825039
1325,WDSSYF090727032,Heilongjiang,11.25,14.34,12.795,46.039417,132.598139,109,3.1,568,6,2,9,66.66666667,22.22222222,32.09908144,9.795356744,41.89443818,29.82317566,9.226499972,39.04967563,1.97858872,0.495770028,2.474358747
1120,WDSSYF090807076,Heilongjiang,11.25,14.34,12.795,46.384175,133.429722,113,2,631,5,4,9,55.55555556,44.44444444,137.1198202,54.81295509,191.9327753,55.33779085,16.53004974,71.86784061,81.78202933,38.28290534,120.0649347
647,XXALYF110729107,Heilongjiang,11.25,14.34,12.795,48.00489,130.733882,113,0.8,621,2,6,9,22.22222222,66.66666667,48.04283901,13.51151098,61.55434999,10.52073217,3.051420138,13.57215231,19.76850987,6.717342156,26.48585203
3179,LDSDYF120813023,Liaoning,14.75,18.76,16.755,39.953878,122.578544,114,8.6,721,0,2,2,0,100,16.64819954,3.462794134,20.11099368,0,0,0,16.64819954,3.462794134,20.11099368
1109,WDSSYF090731041,Heilongjiang,11.25,14.34,12.795,46.399856,133.233172,114,2.3,613,8,1,9,88.88888889,11.11111111,29.83753772,8.563001122,38.40053884,23.63545227,6.891395317,30.52684759,6.202085444,1.671605807,7.87369125
1112,WDSSYF090808084,Heilongjiang,11.25,14.34,12.795,46.393172,133.715622,114,2.6,634,4,5,10,40,50,128.3129939,47.86733564,176.1803296,27.09231541,8.451358506,35.54367391,96.06198783,38.25286494,134.3148528
703,XXALYF110729111,Heilongjiang,11.25,14.34,12.795,47.742552,130.83569,115,2.3,600,1,4,6,16.66666667,66.66666667,31.89347376,16.7246045,48.61807826,0,0,0,29.44296318,16.18725666,45.63021984
460,XXALYF080825099,Heilongjiang,11.25,14.34,12.795,48.990978,129.888707,117,-0.3,620,0,2,2,0,100,33.03433635,5.541695598,38.57603195,0,0,0,33.03433635,5.541695598,38.57603195
465,XXALYF080825100,Heilongjiang,11.25,14.34,12.795,48.981232,129.91935,117,-0.3,620,0,4,4,0,100,2.919416954,1.896619515,4.816036469,0,0,0,2.919416954,1.896619515,4.816036469
1178,ZGCLYF090809075,Heilongjiang,11.25,14.34,12.795,46.301806,129.538111,117.8,3.1,573,3,1,4,75,25,77.97838584,11.94732981,89.92571566,0,0,0,77.97838583,11.94732982,89.92571567
2202,LYLSYF100807054,Jilin,12.84,17.83,15.335,42.959444,130.56625,118.9,5,734,10,3,17,58.82352941,17.64705882,29.7822176,9.889264804,39.6714824,16.8317307,5.227685118,22.05941582,10.49596902,3.90622204,14.40219106
3128,LGSSYF100823100,Liaoning,14.75,18.76,16.755,40.375556,124.056389,122,7.8,972,0,1,1,0,100,30.31819633,8.298328966,38.6165253,0,0,0,30.31819633,8.298328967,38.6165253
1101,WDSSYF090731040,Heilongjiang,11.25,14.34,12.795,46.414528,133.241978,122,2.3,613,7,2,11,63.63636364,18.18181818,36.63509754,10.60250043,47.23759797,28.30478432,8.153405767,36.45819009,7.805569356,2.30430541,10.10987477
1327,WDSSYF090725027,Heilongjiang,11.25,14.34,12.795,46.026444,133.350694,123,3.2,608,3,3,6,50,50,63.71287726,30.26562924,93.9785065,5.699654683,1.903870655,7.603525339,58.01322256,28.36175858,86.37498117
1352,WDSSYF090725028,Heilongjiang,11.25,14.34,12.795,45.806347,132.954722,123,3.5,573,8,4,13,61.53846154,30.76923077,55.55922513,15.37672055,70.93594569,6.308446933,2.044503833,8.352950767,27.68203697,8.794423756,36.47646073
980,WDSSYF090803052,Heilongjiang,11.25,14.34,12.795,46.715933,133.523433,123,1.7,642,3,2,5,60,40,127.115622,33.28385838,160.3994804,4.184785986,1.554186184,5.738972172,122.930836,31.7296722,154.6605082
332,XXALYF090818104,Heilongjiang,11.25,14.34,12.795,49.932565,127.404643,123,0.4,544,0,2,2,0,100,79.30035363,13.14574503,92.44609865,0,0,0,79.30035361,13.14574503,92.44609867
1282,ZGCLYF090810082,Heilongjiang,11.25,14.34,12.795,46.152639,129.636417,124,3.1,572,0,2,2,0,100,58.23048411,11.99613335,70.22661746,0,0,0,58.23048411,11.99613336,70.22661744
1177,WDSSYF090807080,Heilongjiang,11.25,14.34,12.795,46.301956,133.273619,125,3,597,2,3,5,40,60,158.6971389,98.47804077,257.1751796,2.07335479,0.736437919,2.809792709,156.6237841,97.74160283,254.3653869
3125,LGSSYF090704086,Liaoning,14.75,18.76,16.755,40.411667,124.050556,126,7.8,972,0,2,2,0,100,15.61614884,4.18867178,19.80482062,0,0,0,15.61614884,4.188671779,19.80482062
3098,LGSSYF090911082,Liaoning,14.75,18.76,16.755,40.547778,124.884472,126,7.4,1100,4,2,6,66.66666667,33.33333333,34.84559582,22.54991482,57.39551064,0.980447756,0.306178673,1.286626428,33.71009317,22.18912243,55.89921561
488,XXALYF080824101,Heilongjiang,11.25,14.34,12.795,48.67194,130.214801,126,-0.5,618,2,3,5,40,60,28.85884151,4.6792659,33.53810741,0.003519597,0.00164341,0.005163007,28.85532191,4.677622489,33.5329444
490,XXALYF080824102,Heilongjiang,11.25,14.34,12.795,48.66507,130.209932,126,0.3,603,1,3,4,25,75,123.3035171,13.83848853,137.1420057,0,0,0,123.3035171,13.83848853,137.1420057
594,XXALYF110728103,Heilongjiang,11.25,14.34,12.795,48.149907,130.649353,127,0.3,628,4,4,9,44.44444444,44.44444444,60.63027057,16.59116937,77.22143994,14.38940113,4.337249638,18.72665077,45.91639223,12.1540652,58.07045744
1279,ZGCLYF090810080,Heilongjiang,11.25,14.34,12.795,46.186861,129.614417,127,3.1,573,5,2,7,71.42857143,28.57142857,34.23566806,5.862683258,40.09835132,0.01817188,0.009144631,0.02731651,34.21749618,5.853538628,40.07103481
515,XXALYF110731013,Heilongjiang,11.25,14.34,12.795,48.5642,130.293158,128,0.3,603,8,3,12,66.66666667,25,19.39951065,5.608870365,25.00838101,13.81589607,4.173204491,17.98910057,4.703573229,1.170766069,5.8743393
1001,WDSSYF090809095,Heilongjiang,11.25,14.34,12.795,46.589028,133.601972,130,1.8,644,10,4,15,66.66666667,26.66666667,172.972634,50.32710106,223.2997351,49.03697382,14.43976393,63.47673772,123.8039844,35.83828416,159.6422686
3151,LGSSYF100824101,Liaoning,14.75,18.76,16.755,40.247222,123.658056,131,8.2,854,2,1,3,66.66666667,33.33333333,10.28346461,2.525133979,12.80859859,3.595780153,1.090970131,4.686750284,6.641377183,1.417723847,8.059101028
248,XXALYF090822093,Heilongjiang,11.25,14.34,12.795,50.742307,127.258752,131,-0.3,529,0,1,1,0,100,47.04678096,6.940254983,53.98703594,0,0,0,47.04678096,6.940254983,53.98703594
598,XXALYF110727102,Heilongjiang,11.25,14.34,12.795,48.129635,130.623158,131,0.3,628,4,4,8,50,50,92.54236366,43.56795272,136.1103164,2.027522853,0.663974776,2.691497629,90.51484083,42.90397794,133.4188187
3180,LDSDYF120813022,Liaoning,14.75,18.76,16.755,39.918564,122.6197,131.1,8.6,721,4,2,6,66.66666667,33.33333333,12.91379165,8.571011825,21.48480347,1.475795067,0.49596706,1.971762126,11.43799658,8.075044767,19.51304134
3168,LGSSYF100916103,Liaoning,14.75,18.76,16.755,40.018611,124.088056,133,8.4,938,5,1,6,83.33333333,16.66666667,12.19711911,3.630851769,15.82797088,11.66929115,3.28283249,14.95212364,0.527827957,0.348019279,0.875847237
2225,LYLSYF100808059,Jilin,12.84,17.83,15.335,42.917139,130.237194,133,5.3,593,5,4,11,45.45454545,36.36363636,52.36395941,10.86398138,63.22794079,2.29891673,0.778757737,3.077674467,49.96327012,10.06077134,60.02404144
1228,XXALYF110729005,Heilongjiang,11.25,14.34,12.795,46.222437,127.861267,133,2.4,613,6,3,10,60,30,26.22729372,5.516443985,31.7437377,1.119724258,0.381721656,1.501445914,21.20835872,4.248080036,25.45643876
757,XXALYF110808156,Heilongjiang,11.25,14.34,12.795,47.530613,130.311117,134,1.5,606,1,6,8,12.5,75,21.01870178,5.444541431,26.46324321,0.15275973,0.049383608,0.202143338,31.56083602,18.16976462,49.73060064
3129,LGSSYF090704088,Liaoning,14.75,18.76,16.755,40.350556,124.003611,135,7.8,972,0,1,1,0,100,17.30586492,3.716933979,21.0227989,0,0,0,17.30586492,3.716933979,21.0227989
1194,WDSSYF090730037,Heilongjiang,11.25,14.34,12.795,46.258467,132.994839,135,2.6,587,9,4,15,60,26.66666667,62.29015421,19.64988653,81.94004075,32.47703626,9.585230356,42.06226661,19.96026145,7.874341283,27.83460273
1102,WDSSYF090731039,Heilongjiang,11.25,14.34,12.795,46.41425,133.243383,135,2.3,613,7,1,10,70,10,47.5609341,13.95391332,61.51484741,44.09946912,12.95738178,57.05685089,2.673905692,0.741848816,3.415754508
981,WDSSYF090803051,Heilongjiang,11.25,14.34,12.795,46.715344,133.524233,135,1.7,642,8,3,11,72.72727273,27.27272727,49.16888892,14.33132605,63.50021497,48.21689651,14.06678844,62.28368494,0.951992421,0.264537602,1.216530022
977,WDSSYF090803053,Heilongjiang,11.25,14.34,12.795,46.718678,133.5268,135,1.7,642,9,2,11,81.81818182,18.18181818,123.1464725,36.97150147,160.117974,41.70739967,11.73529005,53.44268973,81.43907283,25.23621142,106.6752843
405,XXALYF090826113,Heilongjiang,11.25,14.34,12.795,49.451922,128.129442,135,0.1,586,0,4,5,0,80,52.08898405,8.143966036,60.23295009,0,0,0,52.08898405,8.143966033,60.23295011
1370,ZGCLYF090817108,Heilongjiang,11.25,14.34,12.795,45.70475,128.5965,135,2.7,621,6,4,11,54.54545455,36.36363636,29.70645804,5.312284337,35.01874238,0.060232252,0.021413624,0.081645876,28.81766773,5.095776396,33.91344412
1121,WDSSYF090807077,Heilongjiang,11.25,14.34,12.795,46.384172,133.479458,136,2,631,4,4,8,50,50,558.6795577,300.9948128,859.6743705,15.46072899,5.003007607,20.4637366,543.2188287,295.9918052,839.2106339
1180,XXALYF110807055,Heilongjiang,11.25,14.34,12.795,46.301542,129.160137,136,2.3,608,12,6,18,66.66666667,33.33333333,29.83159584,8.048076932,37.87967277,9.958298289,3.139088368,13.09738666,19.87329754,4.908988564,24.78228611
3102,LXSDYF110720161,Liaoning,14.75,18.76,16.755,40.492569,120.056913,137,8.8,628,3,0,4,75,0,18.81530605,4.405921902,23.22122796,0.160877054,0.061138012,0.222015066,0,0,0
622,XXALYF110803138,Heilongjiang,11.25,14.34,12.795,48.094,130.157,137,0.2,631,1,4,6,16.66666667,66.66666667,31.37437064,14.66861092,46.04298156,0,0,0,31.29262765,14.64873066,45.94135831
1004,WDSSYF090809094,Heilongjiang,11.25,14.34,12.795,46.588889,133.560031,138,1.8,644,8,3,12,66.66666667,25,190.2689645,56.29204367,246.5610081,46.38624486,14.03634871,60.42259356,141.5891446,41.53930065,183.1284452
233,XXALYF090822092,Heilongjiang,11.25,14.34,12.795,50.794508,127.177133,138,-0.3,529,0,2,3,0,66.66666667,22.27195711,6.810255964,29.08221308,0,0,0,4.603945287,2.971113264,7.57505855
701,XXALYF110729109,Heilongjiang,11.25,14.34,12.795,47.74286,130.823233,138,1.6,611,2,3,5,40,60,29.72586932,4.475093009,34.20096233,0.032881511,0.012260407,0.045141918,29.69298781,4.462832602,34.15582041
1145,XXALYF110807048,Heilongjiang,11.25,14.34,12.795,46.321525,129.112253,138,2.3,608,6,1,8,75,12.5,34.71220423,5.941819922,40.65402415,2.742096373,0.842173214,3.584269587,31.59726668,4.98595204,36.58321872
1108,WDSSYF090807078,Heilongjiang,11.25,14.34,12.795,46.40085,133.479458,139,2,631,5,2,7,71.42857143,28.57142857,141.0698472,40.44980793,181.5196552,16.44635587,4.587257694,21.03361356,124.6234914,35.86255023,160.4860416
699,XXALYF110729110,Heilongjiang,11.25,14.34,12.795,47.743705,130.823238,140,1.6,611,1,2,3,33.33333333,66.66666667,45.35510466,12.69015474,58.0452594,0,0,0,45.35510466,12.69015474,58.04525939
480,XXALYF110730113,Heilongjiang,11.25,14.34,12.795,48.72935,130.077983,140,-0.4,622,0,4,5,0,80,8.882616665,5.612419813,14.49503648,0,0,0,8.407126417,5.492564533,13.89969095
3124,LGSSYF090704087,Liaoning,14.75,18.76,16.755,40.411944,124.050833,141,7.8,972,0,1,1,0,100,32.34144887,4.308997214,36.65044609,0,0,0,32.34144887,4.308997214,36.65044608
2739,LXSDYF120727196,Liaoning,14.75,18.76,16.755,41.531383,121.148711,142,8.7,531,2,0,2,100,0,1.97748967,0.669265773,2.646755443,1.977489671,0.669265773,2.646755443,0,0,0
1110,WDSSYF090724026,Heilongjiang,11.25,14.34,12.795,46.394972,132.977833,142,2.9,577,3,4,8,37.5,50,97.41359616,52.56128804,149.9748842,3.402186467,1.102436408,4.504622875,94.01123133,51.45879224,145.4700236
1258,XXALYF110803028,Heilongjiang,11.25,14.34,12.795,46.203386,128.775513,143,1.6,632,10,2,12,83.33333333,16.66666667,12.98032131,5.1442304,18.12455171,8.634666133,2.690812117,11.32547825,4.345655173,2.453418283,6.799073456
3175,LDSDYF120811021,Liaoning,14.75,18.76,16.755,40.007358,122.970781,144,7.5,787,6,4,10,60,40,22.01860827,12.4726228,34.49123108,1.994659838,0.684724882,2.679384721,20.02394843,11.78789792,31.81184636
1196,WDSSYF090730036,Heilongjiang,11.25,14.34,12.795,46.257844,132.994528,144,2.6,587,8,2,11,72.72727273,18.18181818,45.93687317,12.62897519,58.56584836,22.14330552,6.606177617,28.74948313,14.35863371,4.073829424,18.43246313
537,XXALYF110731016,Heilongjiang,11.25,14.34,12.795,48.478745,130.352905,144,-0.3,628,8,2,12,66.66666667,16.66666667,13.94423995,4.131436983,18.07567694,8.155522917,2.501331857,10.65685477,2.684601215,0.679997649,3.364598864
1171,XXALYF110806043,Heilongjiang,11.25,14.34,12.795,46.313198,129.129283,144,2.3,608,4,2,6,66.66666667,33.33333333,45.81430266,27.36343358,73.17773624,1.33750773,0.434902889,1.772410619,44.47679493,26.92853068,71.40532561
2136,LYLSYF100730019,Jilin,12.84,17.83,15.335,43.0975,129.789556,144.2,4.7,552,11,5,17,64.70588235,29.41176471,49.53462274,30.70786322,80.24248596,0.354860121,0.132199136,0.487059257,49.17948916,30.57553951,79.75502867
282,XXALYF090823097,Heilongjiang,11.25,14.34,12.795,50.372087,127.309043,145,0,534,0,3,3,0,100,60.0948794,13.34808007,73.44295947,0,0,0,60.09487939,13.34808007,73.44295944
1175,XXALYF110807054,Heilongjiang,11.25,14.34,12.795,46.310905,129.1557,145,2.3,608,6,6,12,50,50,29.86734645,6.296212243,36.16355869,7.734789844,2.275365132,10.01015497,22.13255661,4.020847112,26.15340372
1391,ZGCLYF090820118,Heilongjiang,11.25,14.34,12.795,45.615333,127.600917,145,1.5,662,15,5,22,68.18181818,22.72727273,22.82328279,7.111627527,29.93491032,5.735787428,1.906481732,7.642269156,16.45874988,5.003309434,21.46205931
1275,XXALYF110804032,Heilongjiang,11.25,14.34,12.795,46.189947,128.790545,146,1.6,632,10,3,13,76.92307692,23.07692308,17.61234851,5.127778595,22.7401271,12.81897408,3.918065755,16.73703984,4.793374426,1.209712841,6.003087267
2083,LGSSYF100907130,Liaoning,14.75,18.76,16.755,43.24905,123.840383,146.2,6.6,573,0,1,1,0,100,35.09797303,4.622026484,39.71999951,0,0,0,35.09797303,4.622026483,39.71999951
1116,WDSSYF090807079,Heilongjiang,11.25,14.34,12.795,46.384461,133.478617,147,2,631,6,3,10,60,30,140.7012229,54.20815702,194.9093799,3.106676658,1.053700577,4.160377234,137.5675282,53.14641652,190.7139448
1250,XXALYF110729006,Heilongjiang,11.25,14.34,12.795,46.21353,127.86045,148,2.4,613,9,4,14,64.28571429,28.57142857,10.95927415,3.25687644,14.21615059,7.435375822,2.370917989,9.806293811,1.825361009,0.495709548,2.321070558
1393,ZGCLYF090812088,Heilongjiang,11.25,14.34,12.795,45.587444,128.615917,148,2.8,621,7,3,10,70,30,42.02735831,8.357613755,50.38497206,0.496262675,0.170791204,0.667053879,41.53109563,8.18682255,49.71791818
1329,ZGCLYF090811083,Heilongjiang,11.25,14.34,12.795,46.01075,129.295611,148.2,3,585,16,7,24,66.66666667,29.16666667,69.71443569,22.59590597,92.31034166,4.026918323,1.351560853,5.378479177,64.98211589,21.08323661,86.0653525
2876,LXSDYF100817145,Liaoning,14.75,18.76,16.755,41.1052,120.7404,149,8.5,568,2,1,4,50,25,7.461346566,4.025932655,11.48727922,2.959197636,1.023266738,3.982464374,4.494782878,2.999775836,7.494558717
1215,XXALYF110806045,Heilongjiang,11.25,14.34,12.795,46.242512,129.150582,149,2.3,608,6,6,12,50,50,36.32788984,19.96805124,56.29594107,0.375521563,0.1203677,0.495889263,35.95236827,19.84768354,55.80005183
1217,ZGCLYF090810079,Heilongjiang,11.25,14.34,12.795,46.236722,129.707389,149.6,3,572,2,1,4,50,25,33.96794576,6.133479298,40.10142506,0.001141488,0.000596038,0.001737526,33.93404309,6.124505439,40.05854853
3123,LGSSYF100824102,Liaoning,14.75,18.76,16.755,40.417778,124.054722,150,7.8,972,0,1,1,0,100,63.14058976,9.486993453,72.62758321,0,0,0,62.67965894,9.333137811,72.01279678
1005,WDSSYF090809092,Heilongjiang,11.25,14.34,12.795,46.588778,133.604306,150,1.8,644,9,4,13,69.23076923,30.76923077,103.7399628,32.07246726,135.8124301,81.55615856,24.03473778,105.5908963,22.18380427,8.037729483,30.22153375
695,XXALYF110803137,Heilongjiang,11.25,14.34,12.795,47.762282,130.486978,150,1.2,613,1,3,4,25,75,76.45159759,19.97095735,96.42255494,0,0,0,76.45159761,19.97095736,96.42255494
1394,ZGCLYF090812090,Heilongjiang,11.25,14.34,12.795,45.587167,128.638222,151,2.8,621,13,3,16,81.25,18.75,10.68127097,2.606797431,13.2880684,2.298545224,0.965135568,3.263680792,8.296927156,1.618426486,9.915353644
2743,LXSDYF120727197,Liaoning,14.75,18.76,16.755,41.526592,121.152789,152,8.7,531,1,0,1,100,0,0.171469913,0.066867422,0.238337335,0.171469913,0.066867422,0.238337335,0,0,0
705,XXALYF110803131,Heilongjiang,11.25,14.34,12.795,47.732395,130.22075,153,1.2,612,2,4,9,22.22222222,44.44444444,28.43915001,5.671380016,34.11053003,1.557133971,0.489181044,2.046315015,15.0110157,2.462382401,17.4733981
